aircraft_code;seat_no;fare_conditions
DDN;7A;ADVANCE
DDN;7B;ECONOMY
DDN;7C;ECONOMY
DDN;7D;BUISNESS
DDN;8A;BUISNESS
DDN;8B;BUISNESS
DDN;8C;ULTRAKAIF
DDN;8D;ULTRAKAIF
DDN;9A;ADVANCE
DDN;9B;ADVANCE
DDN;9C;ULTRAKAIF
DDN;9D;BUISNESS
DDN;10A;PREMIUM
DDN;10B;ULTRAKAIF
DDN;10C;BUISNESS
DDN;10D;ADVANCE
DDN;11A;BASE
DDN;11B;PREMIUM
DDN;11C;PREMIUM
DDN;11D;BASE
DDN;12A;BUISNESS
DDN;12B;ECONOMY
DDN;12C;ECONOMY
DDN;12D;ULTRAKAIF
DDN;13A;PREMIUM
DDN;13B;PREMIUM
DDN;13C;PREMIUM
DDN;13D;ECONOMY
DDN;14A;ECONOMY
DDN;14B;ADVANCE
DDN;14C;ECONOMY
DDN;14D;ULTRAKAIF
DDN;15A;ULTRAKAIF
DDN;15B;ADVANCE
DDN;15C;ADVANCE
DDN;15D;ULTRAKAIF
DDN;16A;ADVANCE
DDN;16B;ULTRAKAIF
DDN;16C;BASE
DDN;16D;BUISNESS
DDN;17A;BASE
DDN;17B;ADVANCE
DDN;17C;ECONOMY
DDN;17D;BUISNESS
DDN;18A;BASE
DDN;18B;ADVANCE
DDN;18C;BUISNESS
DDN;18D;BUISNESS
DDN;19A;ECONOMY
DDN;19B;PREMIUM
DDN;19C;ECONOMY
DDN;19D;BUISNESS
DDN;20A;PREMIUM
DDN;20B;ULTRAKAIF
DDN;20C;BUISNESS
DDN;20D;BASE
DDN;21A;BUISNESS
DDN;21B;ECONOMY
DDN;21C;ADVANCE
DDN;21D;ECONOMY
DDN;22A;ULTRAKAIF
DDN;22B;BASE
DDN;22C;BASE
DDN;22D;ECONOMY
DDN;23A;ULTRAKAIF
DDN;23B;ULTRAKAIF
DDN;23C;ADVANCE
DDN;23D;ADVANCE
DDN;24A;ECONOMY
DDN;24B;PREMIUM
DDN;24C;PREMIUM
DDN;24D;BASE
DDN;25A;BASE
DDN;25B;ECONOMY
DDN;25C;PREMIUM
DDN;25D;BASE
DDN;26A;ULTRAKAIF
DDN;26B;ECONOMY
DDN;26C;BUISNESS
DDN;26D;BASE
DDN;27A;ADVANCE
DDN;27B;ADVANCE
DDN;27C;BUISNESS
DDN;27D;BUISNESS
DDN;28A;PREMIUM
DDN;28B;PREMIUM
DDN;28C;BASE
DDN;28D;BASE
DDN;29A;PREMIUM
DDN;29B;ULTRAKAIF
DDN;29C;PREMIUM
DDN;29D;ECONOMY
DDN;30A;PREMIUM
DDN;30B;ECONOMY
DDN;30C;ADVANCE
DDN;30D;PREMIUM
DDN;31A;ADVANCE
DDN;31B;ULTRAKAIF
DDN;31C;PREMIUM
DDN;31D;PREMIUM
DDN;32A;BUISNESS
DDN;32B;PREMIUM
DDN;32C;BUISNESS
DDN;32D;BASE
DDN;33A;BASE
DDN;33B;BUISNESS
DDN;33C;ULTRAKAIF
DDN;33D;ECONOMY
DDN;34A;BASE
DDN;34B;ECONOMY
DDN;34C;PREMIUM
DDN;34D;BUISNESS
DDN;35A;ULTRAKAIF
DDN;35B;ADVANCE
DDN;35C;BUISNESS
DDN;35D;ULTRAKAIF
DDN;36A;PREMIUM
DDN;36B;BASE
DDN;36C;ADVANCE
DDN;36D;ULTRAKAIF
DDN;37A;BASE
DDN;37B;PREMIUM
DDN;37C;ULTRAKAIF
DDN;37D;ECONOMY
DDN;38A;BASE
DDN;38B;BUISNESS
DDN;38C;BASE
DDN;38D;BUISNESS
DDN;39A;ECONOMY
DDN;39B;PREMIUM
DDN;39C;ECONOMY
DDN;39D;ADVANCE
DDN;40A;ULTRAKAIF
DDN;40B;ULTRAKAIF
DDN;40C;PREMIUM
DDN;40D;BUISNESS
IYO;1A;PREMIUM
IYO;1B;ECONOMY
IYO;1C;BASE
IYO;1D;BASE
IYO;2A;ULTRAKAIF
IYO;2B;BUISNESS
IYO;2C;ADVANCE
IYO;2D;ECONOMY
IYO;3A;BUISNESS
IYO;3B;PREMIUM
IYO;3C;ECONOMY
IYO;3D;BUISNESS
IYO;4A;PREMIUM
IYO;4B;ECONOMY
IYO;4C;ULTRAKAIF
IYO;4D;BASE
IYO;5A;ECONOMY
IYO;5B;BASE
IYO;5C;BASE
IYO;5D;ECONOMY
IYO;6A;ADVANCE
IYO;6B;BUISNESS
IYO;6C;BUISNESS
IYO;6D;ADVANCE
IYO;7A;BASE
IYO;7B;ADVANCE
IYO;7C;BASE
IYO;7D;BASE
IYO;8A;ECONOMY
IYO;8B;BUISNESS
IYO;8C;ECONOMY
IYO;8D;ECONOMY
IYO;9A;ADVANCE
IYO;9B;PREMIUM
IYO;9C;PREMIUM
IYO;9D;ULTRAKAIF
IYO;10A;ADVANCE
IYO;10B;BASE
IYO;10C;ADVANCE
IYO;10D;ADVANCE
IYO;11A;ADVANCE
IYO;11B;ULTRAKAIF
IYO;11C;ECONOMY
IYO;11D;BUISNESS
IYO;12A;ADVANCE
IYO;12B;BASE
IYO;12C;ECONOMY
IYO;12D;BUISNESS
IYO;13A;ADVANCE
IYO;13B;BASE
IYO;13C;BUISNESS
IYO;13D;BASE
IYO;14A;ADVANCE
IYO;14B;BASE
IYO;14C;BUISNESS
IYO;14D;ECONOMY
IYO;15A;PREMIUM
IYO;15B;ADVANCE
IYO;15C;BASE
IYO;15D;PREMIUM
IYO;16A;ADVANCE
IYO;16B;PREMIUM
IYO;16C;PREMIUM
IYO;16D;ADVANCE
IYO;17A;BASE
IYO;17B;ECONOMY
IYO;17C;ULTRAKAIF
IYO;17D;BASE
IYO;18A;BUISNESS
IYO;18B;ULTRAKAIF
IYO;18C;ULTRAKAIF
IYO;18D;ULTRAKAIF
IYO;19A;BASE
IYO;19B;ECONOMY
IYO;19C;ULTRAKAIF
IYO;19D;ADVANCE
IYO;20A;ECONOMY
IYO;20B;BASE
IYO;20C;ECONOMY
IYO;20D;ULTRAKAIF
IYO;21A;BUISNESS
IYO;21B;BUISNESS
IYO;21C;ADVANCE
IYO;21D;PREMIUM
IYO;22A;ULTRAKAIF
IYO;22B;ADVANCE
IYO;22C;BUISNESS
IYO;22D;ADVANCE
IYO;23A;ULTRAKAIF
IYO;23B;ECONOMY
IYO;23C;ADVANCE
IYO;23D;PREMIUM
IYO;24A;ECONOMY
IYO;24B;ECONOMY
IYO;24C;ULTRAKAIF
IYO;24D;ECONOMY
IYO;25A;BUISNESS
IYO;25B;ULTRAKAIF
IYO;25C;ECONOMY
IYO;25D;ADVANCE
IYO;26A;BUISNESS
IYO;26B;ADVANCE
IYO;26C;PREMIUM
IYO;26D;PREMIUM
IYO;27A;BASE
IYO;27B;ADVANCE
IYO;27C;PREMIUM
IYO;27D;PREMIUM
IYO;28A;BUISNESS
IYO;28B;BASE
IYO;28C;ADVANCE
IYO;28D;ADVANCE
IYO;29A;ULTRAKAIF
IYO;29B;ADVANCE
IYO;29C;ECONOMY
IYO;29D;PREMIUM
IYO;30A;PREMIUM
IYO;30B;ECONOMY
IYO;30C;BUISNESS
IYO;30D;BASE
IYO;31A;PREMIUM
IYO;31B;BUISNESS
IYO;31C;PREMIUM
IYO;31D;BASE
IYO;32A;ADVANCE
IYO;32B;BUISNESS
IYO;32C;PREMIUM
IYO;32D;ADVANCE
IYO;33A;ADVANCE
IYO;33B;ADVANCE
IYO;33C;BASE
IYO;33D;ADVANCE
IYO;34A;ULTRAKAIF
IYO;34B;PREMIUM
IYO;34C;BASE
IYO;34D;BUISNESS
IYO;35A;BASE
IYO;35B;ADVANCE
IYO;35C;BUISNESS
IYO;35D;ADVANCE
IYO;36A;ULTRAKAIF
IYO;36B;ADVANCE
IYO;36C;BUISNESS
IYO;36D;ECONOMY
IYO;37A;ADVANCE
IYO;37B;BASE
IYO;37C;ECONOMY
IYO;37D;PREMIUM
IYO;38A;ECONOMY
IYO;38B;BUISNESS
IYO;38C;ECONOMY
IYO;38D;ULTRAKAIF
IYO;39A;BASE
IYO;39B;ECONOMY
IYO;39C;BASE
IYO;39D;PREMIUM
IYO;40A;ECONOMY
IYO;40B;PREMIUM
IYO;40C;ADVANCE
IYO;40D;ADVANCE
HQY;1A;BUISNESS
HQY;1B;ADVANCE
HQY;1C;ULTRAKAIF
HQY;1D;BUISNESS
HQY;2A;BUISNESS
HQY;2B;ULTRAKAIF
HQY;2C;ADVANCE
HQY;2D;ADVANCE
HQY;3A;ADVANCE
HQY;3B;ADVANCE
HQY;3C;BUISNESS
HQY;3D;ULTRAKAIF
HQY;4A;ECONOMY
HQY;4B;ECONOMY
HQY;4C;BASE
HQY;4D;PREMIUM
HQY;5A;ULTRAKAIF
HQY;5B;PREMIUM
HQY;5C;PREMIUM
HQY;5D;ULTRAKAIF
HQY;6A;ULTRAKAIF
HQY;6B;ADVANCE
HQY;6C;BUISNESS
HQY;6D;BASE
HQY;7A;ECONOMY
HQY;7B;PREMIUM
HQY;7C;PREMIUM
HQY;7D;PREMIUM
HQY;8A;BASE
HQY;8B;BUISNESS
HQY;8C;BUISNESS
HQY;8D;ECONOMY
HQY;9A;PREMIUM
HQY;9B;BASE
HQY;9C;ULTRAKAIF
HQY;9D;ECONOMY
HQY;10A;ULTRAKAIF
HQY;10B;ULTRAKAIF
HQY;10C;ECONOMY
HQY;10D;BUISNESS
HQY;11A;BUISNESS
HQY;11B;PREMIUM
HQY;11C;ECONOMY
HQY;11D;ULTRAKAIF
HQY;12A;ADVANCE
HQY;12B;ULTRAKAIF
HQY;12C;BASE
HQY;12D;BUISNESS
HQY;13A;BASE
HQY;13B;BUISNESS
HQY;13C;ADVANCE
HQY;13D;BASE
HQY;14A;BASE
HQY;14B;BASE
HQY;14C;ECONOMY
HQY;14D;PREMIUM
HQY;15A;ADVANCE
HQY;15B;BASE
HQY;15C;ECONOMY
HQY;15D;ECONOMY
HQY;16A;BUISNESS
HQY;16B;PREMIUM
HQY;16C;BUISNESS
HQY;16D;BASE
HQY;17A;PREMIUM
HQY;17B;PREMIUM
HQY;17C;PREMIUM
HQY;17D;PREMIUM
HQY;18A;BASE
HQY;18B;BUISNESS
HQY;18C;ECONOMY
HQY;18D;ECONOMY
HQY;19A;ECONOMY
HQY;19B;ECONOMY
HQY;19C;ADVANCE
HQY;19D;PREMIUM
HQY;20A;PREMIUM
HQY;20B;ADVANCE
HQY;20C;ADVANCE
HQY;20D;PREMIUM
HQY;21A;ADVANCE
HQY;21B;BUISNESS
HQY;21C;ADVANCE
HQY;21D;ECONOMY
HQY;22A;ADVANCE
HQY;22B;BASE
HQY;22C;BUISNESS
HQY;22D;ADVANCE
HQY;23A;BASE
HQY;23B;ADVANCE
HQY;23C;PREMIUM
HQY;23D;ADVANCE
HQY;24A;ULTRAKAIF
HQY;24B;ECONOMY
HQY;24C;PREMIUM
HQY;24D;BUISNESS
HQY;25A;PREMIUM
HQY;25B;ULTRAKAIF
HQY;25C;BASE
HQY;25D;BUISNESS
HQY;26A;PREMIUM
HQY;26B;BASE
HQY;26C;ECONOMY
HQY;26D;ECONOMY
HQY;27A;BASE
HQY;27B;BUISNESS
HQY;27C;ADVANCE
HQY;27D;BUISNESS
HQY;28A;ADVANCE
HQY;28B;BUISNESS
HQY;28C;ADVANCE
HQY;28D;ULTRAKAIF
HQY;29A;ADVANCE
HQY;29B;PREMIUM
HQY;29C;PREMIUM
HQY;29D;PREMIUM
HQY;30A;ADVANCE
HQY;30B;BASE
HQY;30C;ULTRAKAIF
HQY;30D;ADVANCE
HQY;31A;ADVANCE
HQY;31B;BUISNESS
HQY;31C;ADVANCE
HQY;31D;ADVANCE
HQY;32A;ULTRAKAIF
HQY;32B;BASE
HQY;32C;PREMIUM
HQY;32D;BUISNESS
HQY;33A;ULTRAKAIF
HQY;33B;BUISNESS
HQY;33C;BASE
HQY;33D;ULTRAKAIF
HQY;34A;ULTRAKAIF
HQY;34B;ULTRAKAIF
HQY;34C;ULTRAKAIF
HQY;34D;BUISNESS
HQY;35A;BUISNESS
HQY;35B;BASE
HQY;35C;ECONOMY
HQY;35D;PREMIUM
HQY;36A;ADVANCE
HQY;36B;ECONOMY
HQY;36C;PREMIUM
HQY;36D;BASE
HQY;37A;ADVANCE
HQY;37B;ECONOMY
HQY;37C;BASE
HQY;37D;BASE
HQY;38A;BASE
HQY;38B;BUISNESS
HQY;38C;BUISNESS
HQY;38D;BASE
HQY;39A;ULTRAKAIF
HQY;39B;ADVANCE
HQY;39C;ECONOMY
HQY;39D;PREMIUM
HQY;40A;ADVANCE
HQY;40B;ULTRAKAIF
HQY;40C;ADVANCE
HQY;40D;ULTRAKAIF
DUH;1A;BUISNESS
DUH;1B;PREMIUM
DUH;1C;PREMIUM
DUH;1D;BASE
DUH;2A;ADVANCE
DUH;2B;ULTRAKAIF
DUH;2C;PREMIUM
DUH;2D;ADVANCE
DUH;3A;BUISNESS
DUH;3B;ULTRAKAIF
DUH;3C;BUISNESS
DUH;3D;PREMIUM
DUH;4A;ULTRAKAIF
DUH;4B;PREMIUM
DUH;4C;BUISNESS
DUH;4D;BASE
DUH;5A;PREMIUM
DUH;5B;BASE
DUH;5C;ADVANCE
DUH;5D;PREMIUM
DUH;6A;ECONOMY
DUH;6B;PREMIUM
DUH;6C;BASE
DUH;6D;ULTRAKAIF
DUH;7A;ECONOMY
DUH;7B;BASE
DUH;7C;PREMIUM
DUH;7D;PREMIUM
DUH;8A;ECONOMY
DUH;8B;ADVANCE
DUH;8C;PREMIUM
DUH;8D;ECONOMY
DUH;9A;PREMIUM
DUH;9B;BASE
DUH;9C;ADVANCE
DUH;9D;ECONOMY
DUH;10A;ECONOMY
DUH;10B;BUISNESS
DUH;10C;PREMIUM
DUH;10D;BUISNESS
DUH;11A;PREMIUM
DUH;11B;BASE
DUH;11C;BASE
DUH;11D;BUISNESS
DUH;12A;ULTRAKAIF
DUH;12B;BASE
DUH;12C;ULTRAKAIF
DUH;12D;ADVANCE
DUH;13A;ECONOMY
DUH;13B;BUISNESS
DUH;13C;ADVANCE
DUH;13D;PREMIUM
DUH;14A;ADVANCE
DUH;14B;ULTRAKAIF
DUH;14C;BASE
DUH;14D;BUISNESS
DUH;15A;ULTRAKAIF
DUH;15B;ECONOMY
DUH;15C;ECONOMY
DUH;15D;ULTRAKAIF
DUH;16A;BUISNESS
DUH;16B;PREMIUM
DUH;16C;BUISNESS
DUH;16D;PREMIUM
DUH;17A;PREMIUM
DUH;17B;PREMIUM
DUH;17C;BUISNESS
DUH;17D;BASE
DUH;18A;ECONOMY
DUH;18B;PREMIUM
DUH;18C;BASE
DUH;18D;ADVANCE
DUH;19A;ECONOMY
DUH;19B;PREMIUM
DUH;19C;PREMIUM
DUH;19D;BASE
DUH;20A;BASE
DUH;20B;ADVANCE
DUH;20C;ADVANCE
DUH;20D;ADVANCE
DUH;21A;PREMIUM
DUH;21B;ECONOMY
DUH;21C;PREMIUM
DUH;21D;BASE
DUH;22A;BUISNESS
DUH;22B;ULTRAKAIF
DUH;22C;BUISNESS
DUH;22D;ECONOMY
DUH;23A;ADVANCE
DUH;23B;ECONOMY
DUH;23C;ADVANCE
DUH;23D;BASE
DUH;24A;BUISNESS
DUH;24B;BASE
DUH;24C;ECONOMY
DUH;24D;BUISNESS
DUH;25A;ULTRAKAIF
DUH;25B;BUISNESS
DUH;25C;BUISNESS
DUH;25D;ADVANCE
DUH;26A;ECONOMY
DUH;26B;ECONOMY
DUH;26C;BASE
DUH;26D;ULTRAKAIF
DUH;27A;ECONOMY
DUH;27B;BUISNESS
DUH;27C;PREMIUM
DUH;27D;BUISNESS
DUH;28A;ADVANCE
DUH;28B;ADVANCE
DUH;28C;ECONOMY
DUH;28D;BASE
DUH;29A;ECONOMY
DUH;29B;PREMIUM
DUH;29C;ECONOMY
DUH;29D;BUISNESS
DUH;30A;ECONOMY
DUH;30B;ECONOMY
DUH;30C;ECONOMY
DUH;30D;PREMIUM
DUH;31A;ULTRAKAIF
DUH;31B;ADVANCE
DUH;31C;ULTRAKAIF
DUH;31D;ADVANCE
DUH;32A;ULTRAKAIF
DUH;32B;ULTRAKAIF
DUH;32C;ULTRAKAIF
DUH;32D;ULTRAKAIF
DUH;33A;BASE
DUH;33B;ADVANCE
DUH;33C;ECONOMY
DUH;33D;BASE
DUH;34A;BASE
DUH;34B;BUISNESS
DUH;34C;ECONOMY
DUH;34D;ADVANCE
DUH;35A;ECONOMY
DUH;35B;BUISNESS
DUH;35C;ECONOMY
DUH;35D;BUISNESS
DUH;36A;BUISNESS
DUH;36B;BUISNESS
DUH;36C;PREMIUM
DUH;36D;BASE
DUH;37A;ULTRAKAIF
DUH;37B;ADVANCE
DUH;37C;ADVANCE
DUH;37D;BASE
DUH;38A;BUISNESS
DUH;38B;PREMIUM
DUH;38C;BUISNESS
DUH;38D;ADVANCE
DUH;39A;ECONOMY
DUH;39B;PREMIUM
DUH;39C;ADVANCE
DUH;39D;BASE
DUH;40A;PREMIUM
DUH;40B;BASE
DUH;40C;ULTRAKAIF
DUH;40D;ECONOMY
DVZ;1A;ULTRAKAIF
DVZ;1B;ADVANCE
DVZ;1C;ECONOMY
DVZ;1D;ADVANCE
DVZ;2A;BUISNESS
DVZ;2B;BASE
DVZ;2C;ADVANCE
DVZ;2D;ECONOMY
DVZ;3A;ADVANCE
DVZ;3B;BASE
DVZ;3C;BUISNESS
DVZ;3D;BUISNESS
DVZ;4A;ADVANCE
DVZ;4B;ECONOMY
DVZ;4C;ULTRAKAIF
DVZ;4D;ADVANCE
DVZ;5A;PREMIUM
DVZ;5B;ADVANCE
DVZ;5C;ECONOMY
DVZ;5D;BASE
DVZ;6A;ADVANCE
DVZ;6B;ULTRAKAIF
DVZ;6C;BUISNESS
DVZ;6D;PREMIUM
DVZ;7A;ECONOMY
DVZ;7B;ULTRAKAIF
DVZ;7C;PREMIUM
DVZ;7D;PREMIUM
DVZ;8A;BUISNESS
DVZ;8B;ECONOMY
DVZ;8C;ECONOMY
DVZ;8D;ADVANCE
DVZ;9A;ADVANCE
DVZ;9B;BASE
DVZ;9C;ULTRAKAIF
DVZ;9D;PREMIUM
DVZ;10A;BUISNESS
DVZ;10B;BUISNESS
DVZ;10C;ADVANCE
DVZ;10D;ADVANCE
DVZ;11A;ADVANCE
DVZ;11B;BASE
DVZ;11C;ADVANCE
DVZ;11D;ULTRAKAIF
DVZ;12A;BASE
DVZ;12B;BUISNESS
DVZ;12C;ADVANCE
DVZ;12D;BASE
DVZ;13A;ECONOMY
DVZ;13B;BUISNESS
DVZ;13C;BASE
DVZ;13D;BUISNESS
DVZ;14A;PREMIUM
DVZ;14B;ADVANCE
DVZ;14C;BASE
DVZ;14D;PREMIUM
DVZ;15A;PREMIUM
DVZ;15B;ECONOMY
DVZ;15C;BASE
DVZ;15D;ECONOMY
DVZ;16A;ULTRAKAIF
DVZ;16B;PREMIUM
DVZ;16C;ECONOMY
DVZ;16D;ECONOMY
DVZ;17A;BASE
DVZ;17B;PREMIUM
DVZ;17C;BASE
DVZ;17D;PREMIUM
DVZ;18A;ECONOMY
DVZ;18B;ADVANCE
DVZ;18C;ADVANCE
DVZ;18D;ULTRAKAIF
DVZ;19A;ULTRAKAIF
DVZ;19B;ADVANCE
DVZ;19C;ADVANCE
DVZ;19D;ADVANCE
DVZ;20A;BASE
DVZ;20B;BUISNESS
DVZ;20C;PREMIUM
DVZ;20D;ULTRAKAIF
DVZ;21A;ADVANCE
DVZ;21B;BUISNESS
DVZ;21C;ECONOMY
DVZ;21D;ADVANCE
DVZ;22A;ADVANCE
DVZ;22B;ADVANCE
DVZ;22C;ULTRAKAIF
DVZ;22D;BUISNESS
DVZ;23A;PREMIUM
DVZ;23B;PREMIUM
DVZ;23C;ULTRAKAIF
DVZ;23D;ADVANCE
DVZ;24A;BASE
DVZ;24B;BUISNESS
DVZ;24C;ECONOMY
DVZ;24D;ULTRAKAIF
DVZ;25A;PREMIUM
DVZ;25B;PREMIUM
DVZ;25C;PREMIUM
DVZ;25D;ECONOMY
DVZ;26A;BUISNESS
DVZ;26B;BUISNESS
DVZ;26C;ULTRAKAIF
DVZ;26D;BASE
DVZ;27A;ECONOMY
DVZ;27B;BUISNESS
DVZ;27C;ULTRAKAIF
DVZ;27D;ULTRAKAIF
DVZ;28A;ADVANCE
DVZ;28B;PREMIUM
DVZ;28C;BUISNESS
DVZ;28D;ADVANCE
DVZ;29A;BUISNESS
DVZ;29B;ULTRAKAIF
DVZ;29C;PREMIUM
DVZ;29D;ULTRAKAIF
DVZ;30A;ULTRAKAIF
DVZ;30B;ECONOMY
DVZ;30C;BUISNESS
DVZ;30D;PREMIUM
DVZ;31A;PREMIUM
DVZ;31B;ADVANCE
DVZ;31C;BUISNESS
DVZ;31D;PREMIUM
DVZ;32A;BASE
DVZ;32B;BUISNESS
DVZ;32C;PREMIUM
DVZ;32D;ULTRAKAIF
DVZ;33A;ECONOMY
DVZ;33B;ECONOMY
DVZ;33C;ULTRAKAIF
DVZ;33D;PREMIUM
DVZ;34A;PREMIUM
DVZ;34B;PREMIUM
DVZ;34C;PREMIUM
DVZ;34D;PREMIUM
DVZ;35A;PREMIUM
DVZ;35B;ULTRAKAIF
DVZ;35C;PREMIUM
DVZ;35D;ADVANCE
DVZ;36A;BUISNESS
DVZ;36B;BUISNESS
DVZ;36C;BUISNESS
DVZ;36D;ECONOMY
DVZ;37A;ECONOMY
DVZ;37B;BASE
DVZ;37C;ECONOMY
DVZ;37D;BUISNESS
DVZ;38A;BUISNESS
DVZ;38B;ADVANCE
DVZ;38C;ADVANCE
DVZ;38D;BUISNESS
DVZ;39A;BASE
DVZ;39B;PREMIUM
DVZ;39C;ULTRAKAIF
DVZ;39D;BASE
DVZ;40A;ADVANCE
DVZ;40B;ADVANCE
DVZ;40C;ECONOMY
DVZ;40D;BUISNESS
JQJ;1A;PREMIUM
JQJ;1B;BASE
JQJ;1C;PREMIUM
JQJ;1D;ULTRAKAIF
JQJ;2A;PREMIUM
JQJ;2B;ULTRAKAIF
JQJ;2C;BASE
JQJ;2D;PREMIUM
JQJ;3A;BASE
JQJ;3B;BASE
JQJ;3C;PREMIUM
JQJ;3D;ADVANCE
JQJ;4A;BUISNESS
JQJ;4B;BASE
JQJ;4C;ULTRAKAIF
JQJ;4D;ADVANCE
JQJ;5A;ECONOMY
JQJ;5B;BASE
JQJ;5C;ULTRAKAIF
JQJ;5D;PREMIUM
JQJ;6A;ECONOMY
JQJ;6B;PREMIUM
JQJ;6C;PREMIUM
JQJ;6D;BASE
JQJ;7A;ECONOMY
JQJ;7B;BASE
JQJ;7C;BASE
JQJ;7D;BASE
JQJ;8A;PREMIUM
JQJ;8B;BUISNESS
JQJ;8C;ADVANCE
JQJ;8D;ADVANCE
JQJ;9A;ADVANCE
JQJ;9B;BASE
JQJ;9C;BUISNESS
JQJ;9D;ADVANCE
JQJ;10A;BASE
JQJ;10B;BASE
JQJ;10C;BUISNESS
JQJ;10D;PREMIUM
JQJ;11A;ECONOMY
JQJ;11B;ADVANCE
JQJ;11C;ULTRAKAIF
JQJ;11D;ULTRAKAIF
JQJ;12A;BASE
JQJ;12B;BUISNESS
JQJ;12C;BUISNESS
JQJ;12D;BASE
JQJ;13A;BUISNESS
JQJ;13B;ULTRAKAIF
JQJ;13C;ECONOMY
JQJ;13D;ADVANCE
JQJ;14A;BUISNESS
JQJ;14B;PREMIUM
JQJ;14C;ADVANCE
JQJ;14D;BUISNESS
JQJ;15A;BASE
JQJ;15B;BUISNESS
JQJ;15C;PREMIUM
JQJ;15D;ULTRAKAIF
JQJ;16A;ECONOMY
JQJ;16B;ECONOMY
JQJ;16C;ADVANCE
JQJ;16D;ADVANCE
JQJ;17A;BASE
JQJ;17B;BUISNESS
JQJ;17C;BUISNESS
JQJ;17D;ECONOMY
JQJ;18A;PREMIUM
JQJ;18B;ADVANCE
JQJ;18C;PREMIUM
JQJ;18D;ULTRAKAIF
JQJ;19A;ULTRAKAIF
JQJ;19B;ADVANCE
JQJ;19C;PREMIUM
JQJ;19D;PREMIUM
JQJ;20A;ULTRAKAIF
JQJ;20B;ECONOMY
JQJ;20C;ULTRAKAIF
JQJ;20D;BUISNESS
JQJ;21A;PREMIUM
JQJ;21B;ADVANCE
JQJ;21C;PREMIUM
JQJ;21D;ULTRAKAIF
JQJ;22A;PREMIUM
JQJ;22B;BUISNESS
JQJ;22C;ECONOMY
JQJ;22D;ADVANCE
JQJ;23A;ECONOMY
JQJ;23B;BASE
JQJ;23C;ULTRAKAIF
JQJ;23D;PREMIUM
JQJ;24A;BASE
JQJ;24B;BASE
JQJ;24C;BASE
JQJ;24D;BASE
JQJ;25A;ULTRAKAIF
JQJ;25B;ULTRAKAIF
JQJ;25C;ULTRAKAIF
JQJ;25D;ADVANCE
JQJ;26A;BASE
JQJ;26B;BASE
JQJ;26C;PREMIUM
JQJ;26D;ADVANCE
JQJ;27A;ULTRAKAIF
JQJ;27B;ULTRAKAIF
JQJ;27C;PREMIUM
JQJ;27D;ULTRAKAIF
JQJ;28A;ADVANCE
JQJ;28B;BASE
JQJ;28C;PREMIUM
JQJ;28D;BASE
JQJ;29A;ADVANCE
JQJ;29B;BASE
JQJ;29C;ADVANCE
JQJ;29D;BASE
JQJ;30A;BASE
JQJ;30B;ULTRAKAIF
JQJ;30C;BUISNESS
JQJ;30D;PREMIUM
JQJ;31A;BASE
JQJ;31B;ADVANCE
JQJ;31C;PREMIUM
JQJ;31D;ECONOMY
JQJ;32A;ECONOMY
JQJ;32B;PREMIUM
JQJ;32C;ADVANCE
JQJ;32D;ECONOMY
JQJ;33A;PREMIUM
JQJ;33B;ULTRAKAIF
JQJ;33C;ULTRAKAIF
JQJ;33D;PREMIUM
JQJ;34A;ADVANCE
JQJ;34B;PREMIUM
JQJ;34C;ADVANCE
JQJ;34D;ULTRAKAIF
JQJ;35A;ADVANCE
JQJ;35B;BASE
JQJ;35C;BUISNESS
JQJ;35D;ULTRAKAIF
JQJ;36A;BUISNESS
JQJ;36B;ULTRAKAIF
JQJ;36C;PREMIUM
JQJ;36D;BASE
JQJ;37A;BUISNESS
JQJ;37B;ECONOMY
JQJ;37C;BUISNESS
JQJ;37D;BUISNESS
JQJ;38A;PREMIUM
JQJ;38B;ADVANCE
JQJ;38C;BUISNESS
JQJ;38D;BASE
JQJ;39A;ADVANCE
JQJ;39B;ULTRAKAIF
JQJ;39C;PREMIUM
JQJ;39D;ECONOMY
JQJ;40A;ULTRAKAIF
JQJ;40B;ADVANCE
JQJ;40C;BUISNESS
JQJ;40D;ADVANCE
MUR;1A;ULTRAKAIF
MUR;1B;BUISNESS
MUR;1C;BUISNESS
MUR;1D;BUISNESS
MUR;2A;PREMIUM
MUR;2B;PREMIUM
MUR;2C;ECONOMY
MUR;2D;BUISNESS
MUR;3A;BUISNESS
MUR;3B;PREMIUM
MUR;3C;BASE
MUR;3D;BUISNESS
MUR;4A;BASE
MUR;4B;ULTRAKAIF
MUR;4C;ULTRAKAIF
MUR;4D;ULTRAKAIF
MUR;5A;ECONOMY
MUR;5B;BUISNESS
MUR;5C;ULTRAKAIF
MUR;5D;BASE
MUR;6A;BUISNESS
MUR;6B;PREMIUM
MUR;6C;ADVANCE
MUR;6D;PREMIUM
MUR;7A;PREMIUM
MUR;7B;BASE
MUR;7C;ECONOMY
MUR;7D;ADVANCE
MUR;8A;ADVANCE
MUR;8B;ECONOMY
MUR;8C;ECONOMY
MUR;8D;ECONOMY
MUR;9A;ADVANCE
MUR;9B;ULTRAKAIF
MUR;9C;BASE
MUR;9D;BUISNESS
MUR;10A;ECONOMY
MUR;10B;ECONOMY
MUR;10C;ADVANCE
MUR;10D;ECONOMY
MUR;11A;ECONOMY
MUR;11B;BUISNESS
MUR;11C;PREMIUM
